id_hotel2,nombre_hotel,estrellas,precio_noche
hotel_11,Hotel Torre Dorada,4.0,306.19
hotel_12,Hotel Palacio Imperial,2.0,373.98
hotel_16,Hotel Mirador Real,4.0,496.5
hotel_02,Hotel Monte Verde,5.0,334.0
hotel_05,Hotel Puerta del Cielo,3.0,478.14
hotel_04,Hotel Camino del Sol,5.0,203.5
hotel_09,Hotel Las Estrellas,4.0,100.15
hotel_09,Hotel Las Estrellas,1.0,273.09
hotel_20,Hotel Maravilla Real,3.0,145.94
hotel_05,Hotel Puerta del Cielo,5.0,262.33
hotel_13,Hotel Luz de Madrid,2.0,136.35
hotel_17,Hotel Rincón Sereno,5.0,480.51
hotel_17,Hotel Rincón Sereno,3.0,469.77
hotel_03,Hotel Brisas del Mar,3.0,200.16
hotel_14,Hotel Los Almendros,1.0,303.47
hotel_14,Hotel Los Almendros,3.0,74.88
hotel_16,Hotel Mirador Real,1.0,488.73
hotel_16,Hotel Mirador Real,3.0,143.86
hotel_13,Hotel Luz de Madrid,3.0,194.82
hotel_12,Hotel Palacio Imperial,3.0,327.89
hotel_17,Hotel Rincón Sereno,5.0,122.18
hotel_13,Hotel Luz de Madrid,4.0,401.54
hotel_02,Hotel Monte Verde,3.0,95.64
hotel_07,Palacio del Sol,4.0,465.61
hotel_11,Hotel Torre Dorada,2.0,315.4
hotel_11,Hotel Torre Dorada,5.0,160.34
hotel_05,Hotel Puerta del Cielo,1.0,300.49
hotel_12,Hotel Palacio Imperial,3.0,260.74
hotel_15,Hotel Sol y Luna,2.0,164.9
hotel_17,Hotel Rincón Sereno,1.0,242.29
hotel_20,Hotel Maravilla Real,3.0,460.83
hotel_20,Hotel Maravilla Real,3.0,498.03
hotel_02,Hotel Monte Verde,1.0,177.18
hotel_04,Hotel Camino del Sol,1.0,91.45
hotel_08,Hotel Jardines del Rey,1.0,324.5
hotel_12,Hotel Palacio Imperial,4.0,417.98
hotel_11,Hotel Torre Dorada,3.0,82.85
hotel_13,Hotel Luz de Madrid,1.0,182.21
hotel_19,Hotel Costa Azul,5.0,117.71
hotel_08,Hotel Jardines del Rey,5.0,289.55
hotel_08,Hotel Jardines del Rey,3.0,397.84
hotel_10,Gran Hotel Madrid,2.0,290.03
hotel_02,Hotel Monte Verde,2.0,197.35
hotel_14,Hotel Los Almendros,3.0,186.31
hotel_15,Hotel Sol y Luna,2.0,397.55
hotel_13,Hotel Luz de Madrid,1.0,105.39
hotel_12,Hotel Palacio Imperial,4.0,221.18
hotel_11,Hotel Torre Dorada,1.0,396.93
hotel_11,Hotel Torre Dorada,5.0,278.01
hotel_03,Hotel Brisas del Mar,3.0,383.28
hotel_20,Hotel Maravilla Real,3.0,493.31
hotel_12,Hotel Palacio Imperial,1.0,100.39
hotel_07,Palacio del Sol,3.0,230.13
hotel_14,Hotel Los Almendros,3.0,426.43
hotel_02,Hotel Monte Verde,1.0,378.32
hotel_15,Hotel Sol y Luna,2.0,129.8
hotel_10,Gran Hotel Madrid,1.0,362.77
hotel_05,Hotel Puerta del Cielo,3.0,439.85
hotel_20,Hotel Maravilla Real,2.0,128.58
hotel_07,Palacio del Sol,2.0,445.57
hotel_03,Hotel Brisas del Mar,3.0,187.72
hotel_02,Hotel Monte Verde,1.0,402.46
hotel_18,Hotel Vista Alegre,4.0,380.72
hotel_20,Hotel Maravilla Real,2.0,393.12
hotel_19,Hotel Costa Azul,1.0,206.89
hotel_17,Hotel Rincón Sereno,4.0,100.57
hotel_15,Hotel Sol y Luna,3.0,110.47
hotel_04,Hotel Camino del Sol,3.0,195.28
hotel_11,Hotel Torre Dorada,2.0,271.75
hotel_18,Hotel Vista Alegre,2.0,108.4
hotel_07,Palacio del Sol,2.0,177.02
hotel_05,Hotel Puerta del Cielo,3.0,378.5
hotel_20,Hotel Maravilla Real,5.0,350.75
hotel_18,Hotel Vista Alegre,5.0,218.64
hotel_15,Hotel Sol y Luna,2.0,490.78
hotel_15,Hotel Sol y Luna,5.0,228.53
hotel_08,Hotel Jardines del Rey,4.0,232.54
hotel_16,Hotel Mirador Real,5.0,247.93
hotel_09,Hotel Las Estrellas,3.0,498.5
hotel_07,Palacio del Sol,3.0,255.33
hotel_03,Hotel Brisas del Mar,4.0,78.39
hotel_19,Hotel Costa Azul,4.0,106.79
hotel_05,Hotel Puerta del Cielo,2.0,297.7
hotel_04,Hotel Camino del Sol,1.0,253.64
hotel_20,Hotel Maravilla Real,2.0,132.17
hotel_03,Hotel Brisas del Mar,5.0,139.39
hotel_20,Hotel Maravilla Real,5.0,303.29
hotel_19,Hotel Costa Azul,5.0,213.19
hotel_09,Hotel Las Estrellas,5.0,95.05
hotel_14,Hotel Los Almendros,2.0,473.98
hotel_20,Hotel Maravilla Real,4.0,183.41
hotel_05,Hotel Puerta del Cielo,1.0,194.85
hotel_06,Hotel Encanto Real,1.0,143.93
hotel_09,Hotel Las Estrellas,2.0,114.7
hotel_13,Hotel Luz de Madrid,5.0,340.73
hotel_16,Hotel Mirador Real,2.0,483.5
hotel_11,Hotel Torre Dorada,2.0,376.68
hotel_02,Hotel Monte Verde,1.0,352.5
hotel_07,Palacio del Sol,5.0,190.01
hotel_02,Hotel Monte Verde,3.0,81.67
hotel_16,Hotel Mirador Real,1.0,221.67
hotel_17,Hotel Rincón Sereno,3.0,313.23
hotel_03,Hotel Brisas del Mar,2.0,89.85
hotel_07,Palacio del Sol,3.0,75.48
hotel_02,Hotel Monte Verde,4.0,338.11
hotel_06,Hotel Encanto Real,1.0,492.38
hotel_11,Hotel Torre Dorada,4.0,272.73
hotel_17,Hotel Rincón Sereno,5.0,498.78
hotel_20,Hotel Maravilla Real,4.0,219.11
hotel_07,Palacio del Sol,5.0,315.64
hotel_14,Hotel Los Almendros,4.0,352.66
hotel_12,Hotel Palacio Imperial,4.0,206.28
hotel_13,Hotel Luz de Madrid,4.0,66.76
hotel_09,Hotel Las Estrellas,1.0,147.21
hotel_14,Hotel Los Almendros,1.0,94.45
hotel_03,Hotel Brisas del Mar,3.0,418.26
hotel_10,Gran Hotel Madrid,3.0,174.47
hotel_04,Hotel Camino del Sol,3.0,396.85
hotel_02,Hotel Monte Verde,3.0,435.48
hotel_05,Hotel Puerta del Cielo,1.0,192.43
hotel_02,Hotel Monte Verde,5.0,337.74
hotel_08,Hotel Jardines del Rey,3.0,390.44
hotel_12,Hotel Palacio Imperial,3.0,207.76
hotel_07,Palacio del Sol,2.0,195.23
hotel_04,Hotel Camino del Sol,3.0,365.09
hotel_06,Hotel Encanto Real,2.0,130.05
hotel_13,Hotel Luz de Madrid,1.0,228.53
hotel_19,Hotel Costa Azul,4.0,195.72
hotel_16,Hotel Mirador Real,1.0,296.58
hotel_19,Hotel Costa Azul,4.0,160.4
hotel_05,Hotel Puerta del Cielo,2.0,115.41
hotel_11,Hotel Torre Dorada,2.0,298.04
hotel_13,Hotel Luz de Madrid,3.0,332.25
hotel_16,Hotel Mirador Real,4.0,411.53
hotel_03,Hotel Brisas del Mar,1.0,194.06
hotel_19,Hotel Costa Azul,5.0,194.74
hotel_20,Hotel Maravilla Real,4.0,491.44
hotel_19,Hotel Costa Azul,3.0,413.25
hotel_10,Gran Hotel Madrid,4.0,171.1
hotel_06,Hotel Encanto Real,2.0,315.97
hotel_10,Gran Hotel Madrid,3.0,301.54
hotel_15,Hotel Sol y Luna,5.0,476.3
hotel_08,Hotel Jardines del Rey,4.0,493.78
hotel_20,Hotel Maravilla Real,4.0,154.64
hotel_11,Hotel Torre Dorada,3.0,491.07
hotel_06,Hotel Encanto Real,5.0,398.57
hotel_08,Hotel Jardines del Rey,2.0,378.66
hotel_15,Hotel Sol y Luna,4.0,426.07
hotel_13,Hotel Luz de Madrid,5.0,90.09
hotel_17,Hotel Rincón Sereno,2.0,221.57
hotel_03,Hotel Brisas del Mar,2.0,93.13
hotel_13,Hotel Luz de Madrid,2.0,133.04
hotel_07,Palacio del Sol,5.0,253.27
hotel_03,Hotel Brisas del Mar,1.0,76.61
hotel_02,Hotel Monte Verde,4.0,55.65
hotel_06,Hotel Encanto Real,2.0,218.67
hotel_03,Hotel Brisas del Mar,1.0,148.26
hotel_11,Hotel Torre Dorada,2.0,319.86
hotel_12,Hotel Palacio Imperial,1.0,416.45
hotel_07,Palacio del Sol,3.0,449.7
hotel_09,Hotel Las Estrellas,5.0,207.06
hotel_02,Hotel Monte Verde,4.0,321.57
hotel_12,Hotel Palacio Imperial,1.0,424.29
hotel_03,Hotel Brisas del Mar,2.0,202.24
hotel_17,Hotel Rincón Sereno,5.0,76.37
hotel_02,Hotel Monte Verde,5.0,90.92
hotel_08,Hotel Jardines del Rey,3.0,390.61
hotel_05,Hotel Puerta del Cielo,4.0,393.58
hotel_15,Hotel Sol y Luna,4.0,87.07
hotel_13,Hotel Luz de Madrid,3.0,267.84
hotel_10,Gran Hotel Madrid,2.0,287.39
hotel_11,Hotel Torre Dorada,5.0,451.43
hotel_04,Hotel Camino del Sol,1.0,382.66
hotel_03,Hotel Brisas del Mar,5.0,223.2
hotel_20,Hotel Maravilla Real,2.0,382.33
hotel_09,Hotel Las Estrellas,2.0,94.38
hotel_17,Hotel Rincón Sereno,2.0,371.31
hotel_07,Palacio del Sol,3.0,142.7
hotel_19,Hotel Costa Azul,3.0,494.18
hotel_18,Hotel Vista Alegre,5.0,70.13
hotel_05,Hotel Puerta del Cielo,2.0,356.17
hotel_15,Hotel Sol y Luna,4.0,234.13
hotel_08,Hotel Jardines del Rey,4.0,175.13
hotel_13,Hotel Luz de Madrid,1.0,331.93
hotel_19,Hotel Costa Azul,1.0,107.99
hotel_17,Hotel Rincón Sereno,1.0,121.51
hotel_16,Hotel Mirador Real,4.0,125.31
hotel_11,Hotel Torre Dorada,3.0,178.11
hotel_08,Hotel Jardines del Rey,1.0,227.7
hotel_20,Hotel Maravilla Real,1.0,140.34
hotel_10,Gran Hotel Madrid,4.0,100.12
hotel_03,Hotel Brisas del Mar,4.0,158.78
hotel_10,Gran Hotel Madrid,5.0,318.64
hotel_02,Hotel Monte Verde,1.0,395.84
hotel_16,Hotel Mirador Real,2.0,203.6
hotel_10,Gran Hotel Madrid,4.0,455.69
hotel_19,Hotel Costa Azul,2.0,277.51
hotel_12,Hotel Palacio Imperial,1.0,346.1
hotel_20,Hotel Maravilla Real,3.0,429.53
hotel_02,Hotel Monte Verde,1.0,296.2
hotel_04,Hotel Camino del Sol,1.0,234.46
hotel_02,Hotel Monte Verde,3.0,375.83
hotel_15,Hotel Sol y Luna,5.0,52.65
hotel_07,Palacio del Sol,2.0,395.9
hotel_06,Hotel Encanto Real,1.0,303.63
hotel_13,Hotel Luz de Madrid,3.0,471.73
hotel_19,Hotel Costa Azul,4.0,252.34
hotel_12,Hotel Palacio Imperial,4.0,491.05
hotel_03,Hotel Brisas del Mar,2.0,254.39
hotel_09,Hotel Las Estrellas,3.0,499.6
hotel_18,Hotel Vista Alegre,1.0,412.44
hotel_03,Hotel Brisas del Mar,2.0,106.25
hotel_12,Hotel Palacio Imperial,4.0,447.62
hotel_02,Hotel Monte Verde,3.0,258.57
hotel_08,Hotel Jardines del Rey,2.0,375.48
hotel_03,Hotel Brisas del Mar,4.0,305.76
hotel_08,Hotel Jardines del Rey,4.0,339.79
hotel_12,Hotel Palacio Imperial,3.0,294.26
hotel_08,Hotel Jardines del Rey,3.0,72.89
hotel_20,Hotel Maravilla Real,4.0,346.83
hotel_08,Hotel Jardines del Rey,4.0,60.72
hotel_11,Hotel Torre Dorada,2.0,172.98
hotel_08,Hotel Jardines del Rey,2.0,401.83
hotel_18,Hotel Vista Alegre,4.0,160.55
hotel_06,Hotel Encanto Real,1.0,354.28
hotel_02,Hotel Monte Verde,3.0,433.66
hotel_05,Hotel Puerta del Cielo,1.0,481.07
hotel_12,Hotel Palacio Imperial,4.0,312.54
hotel_07,Palacio del Sol,5.0,180.37
hotel_14,Hotel Los Almendros,2.0,103.29
hotel_19,Hotel Costa Azul,1.0,360.47
hotel_07,Palacio del Sol,1.0,459.12
hotel_17,Hotel Rincón Sereno,2.0,262.76
hotel_03,Hotel Brisas del Mar,4.0,359.64
hotel_15,Hotel Sol y Luna,4.0,251.29
hotel_02,Hotel Monte Verde,1.0,204.71
hotel_05,Hotel Puerta del Cielo,4.0,129.75
hotel_08,Hotel Jardines del Rey,3.0,496.79
hotel_17,Hotel Rincón Sereno,1.0,209.61
hotel_09,Hotel Las Estrellas,3.0,237.97
hotel_20,Hotel Maravilla Real,1.0,281.03
hotel_14,Hotel Los Almendros,3.0,168.39
hotel_10,Gran Hotel Madrid,2.0,199.8
hotel_13,Hotel Luz de Madrid,2.0,58.64
hotel_16,Hotel Mirador Real,4.0,224.77
hotel_04,Hotel Camino del Sol,2.0,373.59
hotel_12,Hotel Palacio Imperial,1.0,87.48
hotel_07,Palacio del Sol,1.0,437.66
hotel_03,Hotel Brisas del Mar,1.0,83.48
hotel_15,Hotel Sol y Luna,1.0,438.65
hotel_06,Hotel Encanto Real,2.0,441.56
hotel_06,Hotel Encanto Real,1.0,91.26
hotel_13,Hotel Luz de Madrid,3.0,372.63
hotel_08,Hotel Jardines del Rey,4.0,264.21
hotel_11,Hotel Torre Dorada,1.0,261.13
hotel_09,Hotel Las Estrellas,2.0,52.83
hotel_06,Hotel Encanto Real,2.0,364.98
hotel_19,Hotel Costa Azul,2.0,390.32
hotel_03,Hotel Brisas del Mar,2.0,162.92
hotel_03,Hotel Brisas del Mar,1.0,78.24
hotel_03,Hotel Brisas del Mar,5.0,314.65
hotel_02,Hotel Monte Verde,4.0,306.13
hotel_17,Hotel Rincón Sereno,3.0,185.1
hotel_03,Hotel Brisas del Mar,4.0,126.74
hotel_13,Hotel Luz de Madrid,4.0,
hotel_18,Hotel Vista Alegre,4.0,253.47
hotel_02,Hotel Monte Verde,4.0,443.0
hotel_09,Hotel Las Estrellas,2.0,56.27
hotel_15,Hotel Sol y Luna,4.0,147.64
hotel_15,Hotel Sol y Luna,4.0,201.78
hotel_04,Hotel Camino del Sol,3.0,423.39
hotel_17,Hotel Rincón Sereno,4.0,323.06
hotel_02,Hotel Monte Verde,4.0,80.1
hotel_17,Hotel Rincón Sereno,2.0,155.81
hotel_09,Hotel Las Estrellas,3.0,480.58
hotel_02,Hotel Monte Verde,3.0,288.33
hotel_06,Hotel Encanto Real,1.0,486.68
hotel_02,Hotel Monte Verde,2.0,160.74
hotel_02,Hotel Monte Verde,2.0,309.74
hotel_11,Hotel Torre Dorada,2.0,401.71
hotel_15,Hotel Sol y Luna,3.0,261.38
hotel_18,Hotel Vista Alegre,5.0,222.85
hotel_16,Hotel Mirador Real,1.0,270.91
hotel_10,Gran Hotel Madrid,4.0,213.69
hotel_16,Hotel Mirador Real,3.0,115.74
hotel_04,Hotel Camino del Sol,2.0,322.14
hotel_08,Hotel Jardines del Rey,5.0,380.03
hotel_13,Hotel Luz de Madrid,4.0,161.69
hotel_05,Hotel Puerta del Cielo,1.0,141.9
hotel_18,Hotel Vista Alegre,4.0,215.87
hotel_12,Hotel Palacio Imperial,3.0,120.63
hotel_08,Hotel Jardines del Rey,5.0,255.16
hotel_02,Hotel Monte Verde,1.0,313.91
hotel_02,Hotel Monte Verde,4.0,215.96
hotel_02,Hotel Monte Verde,5.0,227.98
hotel_02,Hotel Monte Verde,5.0,339.62
hotel_10,Gran Hotel Madrid,2.0,447.46
hotel_07,Palacio del Sol,5.0,112.95
hotel_14,Hotel Los Almendros,3.0,202.16
hotel_10,Gran Hotel Madrid,5.0,230.24
hotel_06,Hotel Encanto Real,2.0,296.63
hotel_16,Hotel Mirador Real,2.0,393.23
hotel_19,Hotel Costa Azul,4.0,73.61
hotel_18,Hotel Vista Alegre,2.0,391.33
hotel_13,Hotel Luz de Madrid,1.0,224.38
hotel_14,Hotel Los Almendros,5.0,271.49
hotel_08,Hotel Jardines del Rey,2.0,315.34
hotel_06,Hotel Encanto Real,5.0,207.21
hotel_09,Hotel Las Estrellas,4.0,454.35
hotel_05,Hotel Puerta del Cielo,3.0,53.3
hotel_08,Hotel Jardines del Rey,5.0,224.78
hotel_16,Hotel Mirador Real,4.0,197.17
hotel_12,Hotel Palacio Imperial,5.0,253.23
hotel_07,Palacio del Sol,1.0,142.06
hotel_08,Hotel Jardines del Rey,2.0,384.26
hotel_05,Hotel Puerta del Cielo,3.0,448.98
hotel_16,Hotel Mirador Real,2.0,450.58
hotel_09,Hotel Las Estrellas,3.0,55.55
hotel_13,Hotel Luz de Madrid,5.0,256.04
hotel_05,Hotel Puerta del Cielo,2.0,266.07
hotel_15,Hotel Sol y Luna,5.0,447.98
hotel_15,Hotel Sol y Luna,3.0,476.04
hotel_03,Hotel Brisas del Mar,2.0,93.74
hotel_03,Hotel Brisas del Mar,1.0,383.82
hotel_16,Hotel Mirador Real,4.0,185.91
hotel_15,Hotel Sol y Luna,4.0,104.14
hotel_19,Hotel Costa Azul,4.0,88.73
hotel_16,Hotel Mirador Real,3.0,362.7
hotel_18,Hotel Vista Alegre,2.0,265.87
hotel_12,Hotel Palacio Imperial,4.0,273.83
hotel_10,Gran Hotel Madrid,1.0,309.53
hotel_08,Hotel Jardines del Rey,3.0,373.48
hotel_08,Hotel Jardines del Rey,2.0,483.43
hotel_14,Hotel Los Almendros,5.0,443.07
hotel_10,Gran Hotel Madrid,3.0,406.37
hotel_03,Hotel Brisas del Mar,5.0,217.96
hotel_03,Hotel Brisas del Mar,4.0,380.83
hotel_03,Hotel Brisas del Mar,3.0,217.44
hotel_14,Hotel Los Almendros,3.0,354.06
hotel_18,Hotel Vista Alegre,3.0,320.96
hotel_18,Hotel Vista Alegre,5.0,204.54
hotel_11,Hotel Torre Dorada,2.0,432.98
hotel_04,Hotel Camino del Sol,1.0,495.72
hotel_04,Hotel Camino del Sol,2.0,51.81
hotel_02,Hotel Monte Verde,3.0,270.12
hotel_13,Hotel Luz de Madrid,2.0,285.39
hotel_12,Hotel Palacio Imperial,2.0,338.2
hotel_17,Hotel Rincón Sereno,2.0,409.96
hotel_05,Hotel Puerta del Cielo,2.0,390.1
hotel_08,Hotel Jardines del Rey,1.0,478.19
hotel_09,Hotel Las Estrellas,1.0,104.47
hotel_14,Hotel Los Almendros,3.0,477.95
hotel_05,Hotel Puerta del Cielo,3.0,364.01
hotel_11,Hotel Torre Dorada,4.0,186.69
hotel_17,Hotel Rincón Sereno,1.0,68.83
hotel_17,Hotel Rincón Sereno,4.0,63.96
hotel_17,Hotel Rincón Sereno,1.0,220.98
hotel_19,Hotel Costa Azul,1.0,91.41
hotel_04,Hotel Camino del Sol,4.0,195.28
hotel_18,Hotel Vista Alegre,5.0,92.72
hotel_20,Hotel Maravilla Real,2.0,249.98
hotel_20,Hotel Maravilla Real,4.0,313.54
hotel_09,Hotel Las Estrellas,1.0,182.02
hotel_18,Hotel Vista Alegre,1.0,242.02
hotel_13,Hotel Luz de Madrid,2.0,162.06
hotel_19,Hotel Costa Azul,3.0,186.01
hotel_19,Hotel Costa Azul,4.0,430.48
hotel_18,Hotel Vista Alegre,2.0,95.68
hotel_14,Hotel Los Almendros,1.0,273.26
hotel_16,Hotel Mirador Real,4.0,263.14
hotel_06,Hotel Encanto Real,3.0,80.11
hotel_19,Hotel Costa Azul,2.0,278.19
hotel_09,Hotel Las Estrellas,2.0,88.86
hotel_16,Hotel Mirador Real,4.0,217.98
hotel_04,Hotel Camino del Sol,1.0,235.96
hotel_13,Hotel Luz de Madrid,1.0,185.14
hotel_07,Palacio del Sol,5.0,404.63
hotel_05,Hotel Puerta del Cielo,2.0,288.72
hotel_08,Hotel Jardines del Rey,2.0,437.25
hotel_07,Palacio del Sol,2.0,265.42
hotel_20,Hotel Maravilla Real,2.0,350.18
hotel_06,Hotel Encanto Real,5.0,264.95
hotel_14,Hotel Los Almendros,1.0,422.58
hotel_13,Hotel Luz de Madrid,1.0,441.79
hotel_19,Hotel Costa Azul,2.0,252.41
hotel_09,Hotel Las Estrellas,2.0,340.71
hotel_06,Hotel Encanto Real,4.0,273.7
hotel_06,Hotel Encanto Real,2.0,79.84
hotel_13,Hotel Luz de Madrid,3.0,216.27
hotel_04,Hotel Camino del Sol,5.0,186.56
hotel_17,Hotel Rincón Sereno,5.0,434.91
hotel_11,Hotel Torre Dorada,2.0,465.54
hotel_02,Hotel Monte Verde,5.0,361.13
hotel_20,Hotel Maravilla Real,2.0,443.63
hotel_03,Hotel Brisas del Mar,3.0,304.7
hotel_14,Hotel Los Almendros,3.0,282.94
hotel_08,Hotel Jardines del Rey,5.0,351.35
hotel_05,Hotel Puerta del Cielo,2.0,
hotel_04,Hotel Camino del Sol,3.0,370.67
hotel_09,Hotel Las Estrellas,1.0,311.78
hotel_02,Hotel Monte Verde,2.0,142.57
hotel_16,Hotel Mirador Real,5.0,226.22
hotel_06,Hotel Encanto Real,3.0,115.84
hotel_13,Hotel Luz de Madrid,1.0,415.89
hotel_04,Hotel Camino del Sol,5.0,254.63
hotel_08,Hotel Jardines del Rey,3.0,305.34
hotel_17,Hotel Rincón Sereno,5.0,332.64
hotel_07,Palacio del Sol,2.0,224.09
hotel_10,Gran Hotel Madrid,1.0,392.05
hotel_04,Hotel Camino del Sol,3.0,98.35
hotel_14,Hotel Los Almendros,2.0,466.58
hotel_16,Hotel Mirador Real,3.0,100.13
hotel_11,Hotel Torre Dorada,3.0,149.19
hotel_18,Hotel Vista Alegre,1.0,428.34
hotel_09,Hotel Las Estrellas,4.0,393.05
hotel_16,Hotel Mirador Real,4.0,91.02
hotel_19,Hotel Costa Azul,2.0,430.41
hotel_19,Hotel Costa Azul,3.0,451.34
hotel_14,Hotel Los Almendros,5.0,352.01
hotel_06,Hotel Encanto Real,4.0,154.47
hotel_13,Hotel Luz de Madrid,5.0,117.66
hotel_16,Hotel Mirador Real,2.0,293.56
hotel_20,Hotel Maravilla Real,3.0,246.48
hotel_13,Hotel Luz de Madrid,4.0,278.39
hotel_06,Hotel Encanto Real,5.0,115.02
hotel_13,Hotel Luz de Madrid,3.0,191.39
hotel_13,Hotel Luz de Madrid,5.0,454.29
hotel_11,Hotel Torre Dorada,2.0,358.91
hotel_15,Hotel Sol y Luna,4.0,253.5
hotel_17,Hotel Rincón Sereno,4.0,221.43
hotel_16,Hotel Mirador Real,3.0,90.25
hotel_16,Hotel Mirador Real,4.0,460.21
hotel_20,Hotel Maravilla Real,5.0,434.13
hotel_13,Hotel Luz de Madrid,3.0,430.65
hotel_09,Hotel Las Estrellas,1.0,90.48
hotel_06,Hotel Encanto Real,5.0,72.52
hotel_18,Hotel Vista Alegre,4.0,117.05
hotel_05,Hotel Puerta del Cielo,2.0,153.08
hotel_10,Gran Hotel Madrid,5.0,442.3
hotel_17,Hotel Rincón Sereno,4.0,179.7
hotel_08,Hotel Jardines del Rey,5.0,57.72
hotel_16,Hotel Mirador Real,2.0,397.77
hotel_09,Hotel Las Estrellas,2.0,118.71
hotel_16,Hotel Mirador Real,5.0,434.92
hotel_10,Gran Hotel Madrid,4.0,277.02
hotel_18,Hotel Vista Alegre,2.0,261.07
hotel_07,Palacio del Sol,2.0,254.71
hotel_18,Hotel Vista Alegre,1.0,492.28
hotel_13,Hotel Luz de Madrid,5.0,409.47
hotel_12,Hotel Palacio Imperial,5.0,449.95
hotel_17,Hotel Rincón Sereno,2.0,125.09
hotel_03,Hotel Brisas del Mar,3.0,83.03
hotel_15,Hotel Sol y Luna,3.0,184.77
hotel_18,Hotel Vista Alegre,4.0,398.77
hotel_05,Hotel Puerta del Cielo,4.0,342.07
hotel_12,Hotel Palacio Imperial,3.0,455.22
hotel_03,Hotel Brisas del Mar,2.0,370.79
hotel_19,Hotel Costa Azul,2.0,481.82
hotel_10,Gran Hotel Madrid,3.0,182.93
hotel_14,Hotel Los Almendros,1.0,449.16
hotel_04,Hotel Camino del Sol,4.0,419.48
hotel_08,Hotel Jardines del Rey,3.0,208.61
hotel_07,Palacio del Sol,2.0,54.97
hotel_15,Hotel Sol y Luna,5.0,171.31
hotel_12,Hotel Palacio Imperial,4.0,217.06
hotel_20,Hotel Maravilla Real,5.0,72.9
hotel_14,Hotel Los Almendros,5.0,391.31
hotel_18,Hotel Vista Alegre,4.0,499.38
hotel_08,Hotel Jardines del Rey,1.0,113.99
hotel_10,Gran Hotel Madrid,1.0,227.47
hotel_11,Hotel Torre Dorada,2.0,137.51
hotel_16,Hotel Mirador Real,2.0,296.17
hotel_16,Hotel Mirador Real,4.0,436.47
hotel_09,Hotel Las Estrellas,4.0,260.73
hotel_04,Hotel Camino del Sol,3.0,309.66
hotel_11,Hotel Torre Dorada,5.0,287.01
hotel_20,Hotel Maravilla Real,3.0,172.47
hotel_05,Hotel Puerta del Cielo,3.0,478.44
hotel_19,Hotel Costa Azul,2.0,299.75
hotel_04,Hotel Camino del Sol,5.0,466.71
hotel_06,Hotel Encanto Real,2.0,199.04
hotel_06,Hotel Encanto Real,3.0,476.81
hotel_14,Hotel Los Almendros,2.0,246.02
hotel_03,Hotel Brisas del Mar,1.0,200.19
hotel_17,Hotel Rincón Sereno,4.0,445.59
hotel_19,Hotel Costa Azul,3.0,243.54
hotel_11,Hotel Torre Dorada,4.0,319.08
hotel_15,Hotel Sol y Luna,2.0,86.93
hotel_18,Hotel Vista Alegre,1.0,453.45
hotel_03,Hotel Brisas del Mar,3.0,110.06
hotel_05,Hotel Puerta del Cielo,3.0,68.18
hotel_10,Gran Hotel Madrid,5.0,87.05
hotel_17,Hotel Rincón Sereno,1.0,420.88
hotel_20,Hotel Maravilla Real,1.0,326.94
hotel_12,Hotel Palacio Imperial,5.0,112.37
hotel_20,Hotel Maravilla Real,1.0,339.55
hotel_10,Gran Hotel Madrid,4.0,360.05
hotel_03,Hotel Brisas del Mar,5.0,414.61
hotel_19,Hotel Costa Azul,3.0,238.08
hotel_18,Hotel Vista Alegre,2.0,158.3
hotel_07,Palacio del Sol,2.0,314.45
hotel_06,Hotel Encanto Real,3.0,106.74
hotel_14,Hotel Los Almendros,4.0,373.38
hotel_08,Hotel Jardines del Rey,4.0,186.14
hotel_08,Hotel Jardines del Rey,3.0,120.43
hotel_16,Hotel Mirador Real,4.0,428.49
hotel_13,Hotel Luz de Madrid,3.0,258.57
hotel_11,Hotel Torre Dorada,2.0,481.12
hotel_17,Hotel Rincón Sereno,3.0,237.1
hotel_16,Hotel Mirador Real,2.0,321.75
hotel_15,Hotel Sol y Luna,3.0,67.29
hotel_17,Hotel Rincón Sereno,5.0,51.22
hotel_20,Hotel Maravilla Real,3.0,199.62
hotel_08,Hotel Jardines del Rey,4.0,325.6
hotel_11,Hotel Torre Dorada,5.0,483.85
hotel_14,Hotel Los Almendros,5.0,199.66
hotel_11,Hotel Torre Dorada,2.0,461.34
hotel_10,Gran Hotel Madrid,2.0,169.11
hotel_16,Hotel Mirador Real,1.0,164.35
hotel_12,Hotel Palacio Imperial,2.0,149.8
hotel_06,Hotel Encanto Real,3.0,71.48
hotel_05,Hotel Puerta del Cielo,5.0,57.34
hotel_08,Hotel Jardines del Rey,5.0,494.98
hotel_19,Hotel Costa Azul,4.0,400.84
hotel_08,Hotel Jardines del Rey,1.0,129.75
hotel_19,Hotel Costa Azul,4.0,197.94
hotel_16,Hotel Mirador Real,2.0,468.98
hotel_08,Hotel Jardines del Rey,2.0,457.67
hotel_04,Hotel Camino del Sol,1.0,499.04
hotel_15,Hotel Sol y Luna,2.0,442.94
hotel_07,Palacio del Sol,4.0,484.3
hotel_04,Hotel Camino del Sol,4.0,394.69
hotel_16,Hotel Mirador Real,1.0,350.59
hotel_13,Hotel Luz de Madrid,2.0,208.95
hotel_06,Hotel Encanto Real,1.0,376.38
hotel_04,Hotel Camino del Sol,2.0,122.14
hotel_13,Hotel Luz de Madrid,4.0,203.07
hotel_13,Hotel Luz de Madrid,2.0,399.13
